Player,Player Link,Player Key,Team,Team Link,Age,Position,2024-25,2025-26,2026-27,2027-28,2028-29
D.J. Steward,https://www.spotrac.com/nba/player/_/id/74473,dj-steward,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,23,PG,Two-Way,RFA,,,
Domantas Sabonis,https://www.spotrac.com/nba/player/_/id/20216,domantas-sabonis,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,28,PF,$40500000,$43636000,$46772000,$49908000,UFA
Dominick Barlow,https://www.spotrac.com/nba/player/_/id/78565,dominick-barlow,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,21,PF,Two-Way,RFA,,,
Donovan Clingan,https://www.spotrac.com/nba/player/_/id/91735,donovan-clingan,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,20,C,$6836400,$7178400,$7519920,$9550298,RFA
Donovan Mitchell,https://www.spotrac.com/nba/player/_/id/23608,donovan-mitchell,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,28,SG,$35410310,$46394100,$50105628,$53817156,UFA
Donte DiVincenzo,https://www.spotrac.com/nba/player/_/id/26983,donte-divincenzo,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,28,SG,$11445000,$11990000,$12535000,UFA,
Dorian Finney-Smith,https://www.spotrac.com/nba/player/_/id/20757,dorian-finney-smith,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,31,PF,$14924167,$15378480,UFA,,
Doug McDermott,https://www.spotrac.com/nba/player/_/id/15363,doug-mcdermott,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,33,SF,$2087519,UFA,,,
Draymond Green,https://www.spotrac.com/nba/player/_/id/10860,draymond-green,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,34,PF,$24107143,$25892857,$27678571,UFA,
Drew Eubanks,https://www.spotrac.com/nba/player/_/id/28052,drew-eubanks,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,28,C,$5000000,$4750000,UFA,,
Drew Peterson,https://www.spotrac.com/nba/player/_/id/85837,drew-peterson,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,25,F,Two-Way,RFA,,,
Dru Smith,https://www.spotrac.com/nba/player/_/id/74420,dru-smith,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,27,SG,Two-Way,RFA,,,
Duncan Robinson,https://www.spotrac.com/nba/player/_/id/27658,duncan-robinson,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,30,SF,$19406000,$19888000,UFA,,
Duop Reath,https://www.spotrac.com/nba/player/_/id/86051,duop-reath,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,28,C,$2048780,$2221677,RFA,,
Dwight Powell,https://www.spotrac.com/nba/player/_/id/15397,dwight-powell,Dallas Mavericks,https://www.spotrac.com/nba/dallas-mavericks/yearly,33,C,$4000000,$4000000,UFA,,
Dyson Daniels,https://www.spotrac.com/nba/player/_/id/78114,dyson-daniels,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,21,PG,$6059520,$7707709,RFA,,
E.J. Liddell,https://www.spotrac.com/nba/player/_/id/78129,ej-liddell,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,24,PF,Two-Way,RFA,,,
Emoni Bates,https://www.spotrac.com/nba/player/_/id/84475,emoni-bates,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,21,SG,Two-Way,RFA,,,
Enrique Freeman,https://www.spotrac.com/nba/player/_/id/93958,enrique-freeman,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,24,PF,Two-Way,RFA,,,
Eric Gordon,https://www.spotrac.com/nba/player/_/id/6116,eric-gordon,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,36,SG,$3303771,$3468960,UFA,,
Evan Mobley,https://www.spotrac.com/nba/player/_/id/74110,evan-mobley,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,23,PF,$11227657,$38661750,$41754690,$44847630,$47940570
Franz Wagner,https://www.spotrac.com/nba/player/_/id/74115,franz-wagner,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,23,SF,$7007092,$38661750,$41754690,$44847630,$47940570
Fred VanVleet,https://www.spotrac.com/nba/player/_/id/20778,fred-vanvleet,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,30,PG,$42846615,$44886930,UFA,,
Gabe Vincent,https://www.spotrac.com/nba/player/_/id/28087,gabe-vincent,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,28,PG,$11000000,$11500000,UFA,,
Garrett Temple,https://www.spotrac.com/nba/player/_/id/6492,garrett-temple,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,38,SG,$2087519,UFA,,,
Garrison Mathews,https://www.spotrac.com/nba/player/_/id/32044,garrison-mathews,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,28,SG,$2230253,UFA,,,
Gary Harris,https://www.spotrac.com/nba/player/_/id/15371,gary-harris,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,30,SG,$7500000,$7500000,UFA,,
Gary Payton II,https://www.spotrac.com/nba/player/_/id/20272,gary-payton,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,32,PG,$9130000,UFA,,,
Gary Trent Jr.,https://www.spotrac.com/nba/player/_/id/27003,gary-trent,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,26,SG,$2087519,UFA,,,
Georges Niang,https://www.spotrac.com/nba/player/_/id/20256,georges-niang,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,31,PF,$8500000,$8200000,UFA,,
G.G. Jackson,https://www.spotrac.com/nba/player/_/id/85972,gg-jackson,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,20,PF,$1891857,$2221677,$2406205,UFA,
Giannis Antetokounmpo,https://www.spotrac.com/nba/player/_/id/13328,giannis-antetokounmpo,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,30,PF,$48787676,$54126380,$58456490,$62786601,UFA
Goga Bitadze,https://www.spotrac.com/nba/player/_/id/31575,goga-bitadze,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,25,C,$9057971,$8333333,$7608696,UFA,
Gradey Dick,https://www.spotrac.com/nba/player/_/id/82204,gradey-dick,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,21,SG,$4763760,$4990560,$7131511,RFA,
Grant Williams,https://www.spotrac.com/nba/player/_/id/31579,grant-williams,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,26,PF,$13025250,$13645500,$14265750,UFA,
Grayson Allen,https://www.spotrac.com/nba/player/_/id/26987,grayson-allen,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,29,SG,$15625000,$16875000,$18125000,$19375000,UFA
Guerschon Yabusele,https://www.spotrac.com/nba/player/_/id/20221,guerschon-yabusele,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,29,PF,$2087519,RFA,,,
Gui Santos,https://www.spotrac.com/nba/player/_/id/78165,gui-santos,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,22,SF,$1891857,$2221677,RFA,,
Harrison Barnes,https://www.spotrac.com/nba/player/_/id/10815,harrison-barnes,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,32,PF,$18000000,$19000000,UFA,,
Harrison Ingram,https://www.spotrac.com/nba/player/_/id/91775,harrison-ingram,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,22,SF,Two-Way,RFA,,,
Haywood Highsmith,https://www.spotrac.com/nba/player/_/id/28301,haywood-highsmith,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,28,F,$5200000,$5616000,UFA,,
Herb Jones,https://www.spotrac.com/nba/player/_/id/74142,herb-jones,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,26,SF,$12976362,$13937574,$14898786,UFA,
Hunter Tyson,https://www.spotrac.com/nba/player/_/id/84466,hunter-tyson,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,24,SF,$1891857,$2221677,$2406205,UFA,
Immanuel Quickley,https://www.spotrac.com/nba/player/_/id/70667,immanuel-quickley,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,25,PG,$32500000,$32500000,$32500000,$32500000,$32500000
Isaac Jones,https://www.spotrac.com/nba/player/_/id/94481,isaac-jones,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,24,C,Two-Way,RFA,,,
Isaac Okoro,https://www.spotrac.com/nba/player/_/id/70647,isaac-okoro,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,24,SG,$10185186,$11000000,$11814814,UFA,
Isaiah Collier,https://www.spotrac.com/nba/player/_/id/91753,isaiah-collier,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,20,PG,$2512680,$2638200,$2763960,$4988948,RFA
Isaiah Crawford,https://www.spotrac.com/nba/player/_/id/94482,isaiah-crawford,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,23,G,Two-Way,RFA,,,
Isaiah Hartenstein,https://www.spotrac.com/nba/player/_/id/23644,isaiah-hartenstein,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,26,C,$30000000,$28500000,$28500000,UFA,
Isaiah Jackson,https://www.spotrac.com/nba/player/_/id/74129,isaiah-jackson,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,23,PF,$4435381,RFA,,,
Isaiah Joe,https://www.spotrac.com/nba/player/_/id/70691,isaiah-joe,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,25,SG,$12991650,$12362338,$11323006,$11323006,UFA
Isaiah Stewart,https://www.spotrac.com/nba/player/_/id/70658,isaiah-stewart,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,23,C,$15000000,$15000000,$15000000,$15000000,UFA
Isaiah Wong,https://www.spotrac.com/nba/player/_/id/84481,isaiah-wong,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,24,PG,Two-Way,RFA,,,
Ivica Zubac,https://www.spotrac.com/nba/player/_/id/20238,ivica-zubac,LA Clippers,https://www.spotrac.com/nba/la-clippers/yearly,27,C,$11743210,$18102000,$19550160,$20998320,UFA
Ja Morant,https://www.spotrac.com/nba/player/_/id/31559,ja-morant,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,25,PG,$36725670,$39446090,$42166510,$44886930,UFA
Jabari Smith Jr.,https://www.spotrac.com/nba/player/_/id/78109,jabari-smith,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,21,PF,$9770880,$12350392,RFA,,
Jabari Walker,https://www.spotrac.com/nba/player/_/id/78167,jabari-walker,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,22,SF,$2019699,RFA,,,
Jack McVeigh,https://www.spotrac.com/nba/player/_/id/95281,jack-mcveigh,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,28,F,Two-Way,RFA,,,
Jacob Toppin,https://www.spotrac.com/nba/player/_/id/84769,jacob-toppin,New York Knicks,https://www.spotrac.com/nba/new-york-knicks/yearly,24,SF,Two-Way,RFA,,,
Jaden Hardy,https://www.spotrac.com/nba/player/_/id/78130,jaden-hardy,Dallas Mavericks,https://www.spotrac.com/nba/dallas-mavericks/yearly,22,SG,$2019699,$6000000,$6000000,$6000000,UFA
Jaden Ivey,https://www.spotrac.com/nba/player/_/id/78111,jaden-ivey,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,22,SG,$7977240,$10107163,RFA,,
Jaden McDaniels,https://www.spotrac.com/nba/player/_/id/70670,jaden-mcdaniels,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,24,PF,$23017242,$24858621,$26700000,$28541379,$30382758
Jaden Springer,https://www.spotrac.com/nba/player/_/id/74135,jaden-springer,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,22,PG,$4018363,RFA,,,
Jae Crowder,https://www.spotrac.com/nba/player/_/id/10859,jae-crowder,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,34,SF,$1655619,UFA,,,
Jae’Sean Tate,https://www.spotrac.com/nba/player/_/id/70758,jaesean-tate,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,29,SF,$7565217,UFA,,,
Jaime Jaquez Jr.,https://www.spotrac.com/nba/player/_/id/82323,jaime-jaquez,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,23,SF,$3685800,$3861600,$5939141,RFA,
Jake LaRavia,https://www.spotrac.com/nba/player/_/id/78141,jake-laravia,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,23,PF,$3352680,UFA,,,
Jakob Poeltl,https://www.spotrac.com/nba/player/_/id/20214,jakob-poeltl,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,29,C,$19500000,$19500000,$19500000,UFA,
Ja'Kobe Walter,https://www.spotrac.com/nba/player/_/id/91754,jakobe-walter,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,20,SG,$3465000,$3638160,$3811800,$5870172,RFA
Jalen Bridges,https://www.spotrac.com/nba/player/_/id/94479,jalen-bridges,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,23,SG,Two-Way,RFA,,,
Jalen Brunson,https://www.spotrac.com/nba/player/_/id/26999,jalen-brunson,New York Knicks,https://www.spotrac.com/nba/new-york-knicks/yearly,28,PG,$24960001,$34944001,$37739521,$40535041,$43330561
Jalen Duren,https://www.spotrac.com/nba/player/_/id/78116,jalen-duren,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,21,C,$4536840,$6483144,RFA,,
Jalen Green,https://www.spotrac.com/nba/player/_/id/74109,jalen-green,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,22,SG,$12483048,$33333333,$36000000,$36000000,UFA
Jalen Hood-Schifino,https://www.spotrac.com/nba/player/_/id/82210,jalen-hood-schifino,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,21,PG,$3879840,UFA,,,
Jalen Johnson,https://www.spotrac.com/nba/player/_/id/74127,jalen-johnson,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,23,SF,$4510905,$30000000,$30000000,$30000000,$30000000
Jalen Pickett,https://www.spotrac.com/nba/player/_/id/84465,jalen-pickett,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,25,PG,$1891857,$2221677,$2406205,UFA,
Jalen Smith,https://www.spotrac.com/nba/player/_/id/70652,jalen-smith,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,24,PF,$8571429,$9000000,$9428571,UFA,
Jalen Suggs,https://www.spotrac.com/nba/player/_/id/74112,jalen-suggs,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,23,SG,$9188385,$35000000,$32400000,$29600000,$26800000
Jalen Williams,https://www.spotrac.com/nba/player/_/id/78126,jalen-williams,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,23,SF,$4775760,$6580997,RFA,,
Jalen Wilson,https://www.spotrac.com/nba/player/_/id/84477,jalen-wilson,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,24,PF,$1891857,$2221677,RFA,,
Jamal Cain,https://www.spotrac.com/nba/player/_/id/78584,jamal-cain,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,25,SF,Two-Way,RFA,,,
Jamal Murray,https://www.spotrac.com/nba/player/_/id/20212,jamal-murray,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,27,PG,$36016200,$46394100,$50105628,$53817156,$57528684
Jamal Shead,https://www.spotrac.com/nba/player/_/id/93955,jamal-shead,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,22,PG,$1862265,$1955377,$2296271,RFA,
James Harden,https://www.spotrac.com/nba/player/_/id/6312,james-harden,LA Clippers,https://www.spotrac.com/nba/la-clippers/yearly,35,SG,$33653846,$36346154,UFA,,
James Johnson,https://www.spotrac.com/nba/player/_/id/6279,james-johnson,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,37,PF,$2087519,UFA,,,
James Wiseman,https://www.spotrac.com/nba/player/_/id/70644,james-wiseman,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,23,C,$2237691,$2546675,UFA,,
Jamison Battle,https://www.spotrac.com/nba/player/_/id/95121,jamison-battle,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,23,SF,Two-Way,RFA,,,
Jarace Walker,https://www.spotrac.com/nba/player/_/id/82201,jarace-walker,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,21,PF,$6362520,$6665520,$8478542,RFA,
Jared Butler,https://www.spotrac.com/nba/player/_/id/74147,jared-butler,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,24,PG,Two-Way,RFA,,,
Jared McCain,https://www.spotrac.com/nba/player/_/id/91760,jared-mccain,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,20,PG,$4020360,$4221360,$4422600,$6784268,RFA
Jaren Jackson Jr.,https://www.spotrac.com/nba/player/_/id/26970,jaren-jackson,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,25,PF,$25257798,$23413395,UFA,,
Jarred Vanderbilt,https://www.spotrac.com/nba/player/_/id/27007,jarred-vanderbilt,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,25,PF,$10714286,$11571429,$12428571,$13285714,UFA
Jarrett Allen,https://www.spotrac.com/nba/player/_/id/23617,jarrett-allen,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,26,C,$20000000,$20000000,$28000000,$30240000,$32480000
Javonte Green,https://www.spotrac.com/nba/player/_/id/32409,javonte-green,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,31,SG,$2087519,UFA,,,
Jaxson Hayes,https://www.spotrac.com/nba/player/_/id/31565,jaxson-hayes,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,24,C,$2463946,UFA,,,
Jay Huff,https://www.spotrac.com/nba/player/_/id/74262,jay-huff,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,26,C,$2088033,$2349578,$2667944,$3005085,UFA
Jaylen Brown,https://www.spotrac.com/nba/player/_/id/20208,jaylen-brown,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,28,SF,$49205800,$53142264,$57078728,$61015192,$64951656
Jaylen Clark,https://www.spotrac.com/nba/player/_/id/84479,jaylen-clark,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,23,SG,Two-Way,RFA,,,
Jaylen Martin,https://www.spotrac.com/nba/player/_/id/84733,jaylen-martin,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,21,F,Two-Way,RFA,,,
Jaylen Wells,https://www.spotrac.com/nba/player/_/id/93952,jaylen-wells,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,21,SG,$1157153,$1955377,$2296271,$2486995,UFA
Jaylin Williams,https://www.spotrac.com/nba/player/_/id/78150,jaylin-williams,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,22,C,$2019699,$2187699,UFA,,
Jaylon Tyson,https://www.spotrac.com/nba/player/_/id/91773,jaylon-tyson,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,22,SG,$3326160,$3492480,$3658560,$5641500,RFA
Jayson Tatum,https://www.spotrac.com/nba/player/_/id/23598,jayson-tatum,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,26,PF,$34848340,$54126450,$58456566,$62786682,$67116798
Jazian Gortman,https://www.spotrac.com/nba/player/_/id/86053,jazian-gortman,Dallas Mavericks,https://www.spotrac.com/nba/dallas-mavericks/yearly,21,G,Two-Way,RFA,,,
J.D. Davison,https://www.spotrac.com/nba/player/_/id/78163,jd-davison,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,22,PG,Two-Way,RFA,,,
Jeenathan Williams,https://www.spotrac.com/nba/player/_/id/80003,jeenathan-williams,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,25,SG,Two-Way,RFA,,,
Jeff Dowtin,https://www.spotrac.com/nba/player/_/id/70872,jeff-dowtin,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,27,PG,Two-Way,RFA,,,
Jeff Green,https://www.spotrac.com/nba/player/_/id/2720,jeff-green,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,38,PF,$8000000,UFA,,,
Jerami Grant,https://www.spotrac.com/nba/player/_/id/15391,jerami-grant,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,30,PF,$29793104,$32000001,$34206898,$36413790,UFA
Jeremiah Robinson-Earl,https://www.spotrac.com/nba/player/_/id/74139,jeremiah-robinson-earl,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,24,PF,$2196970,UFA,,,
Jeremy Sochan,https://www.spotrac.com/nba/player/_/id/78122,jeremy-sochan,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,21,PF,$5570040,$7096231,RFA,,
Jericho Sims,https://www.spotrac.com/nba/player/_/id/74166,jericho-sims,New York Knicks,https://www.spotrac.com/nba/new-york-knicks/yearly,26,C,$2092344,UFA,,,
Jesse Edwards,https://www.spotrac.com/nba/player/_/id/94511,jesse-edwards,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,24,C,Two-Way,RFA,,,
Jett Howard,https://www.spotrac.com/nba/player/_/id/82211,jett-howard,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,21,SG,$5278320,$5529720,$7337939,RFA,
Jevon Carter,https://www.spotrac.com/nba/player/_/id/26998,jevon-carter,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,29,PG,$6500000,$6809524,UFA,,
Jimmy Butler,https://www.spotrac.com/nba/player/_/id/8081,jimmy-butler,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,35,SF,$48798677,$52413394,UFA,,
Jock Landale,https://www.spotrac.com/nba/player/_/id/74215,jock-landale,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,29,C,$8000000,$8000000,$8000000,UFA,
Joe Ingles,https://www.spotrac.com/nba/player/_/id/15852,joe-ingles,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,37,SF,$2087519,UFA,,,
Joel Embiid,https://www.spotrac.com/nba/player/_/id/15355,joel-embiid,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,30,C,$51415938,$55224526,$59539200,$64302336,$69065472
John Collins,https://www.spotrac.com/nba/player/_/id/23614,john-collins,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,27,PF,$26580000,$26580000,UFA,,
John Konchar,https://www.spotrac.com/nba/player/_/id/32170,john-konchar,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,28,SG,$6165000,$6165000,$6165000,UFA,
Johnny Davis,https://www.spotrac.com/nba/player/_/id/78117,johnny-davis,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,22,SG,$5291160,UFA,,,
Johnny Furphy,https://www.spotrac.com/nba/player/_/id/91768,johnny-furphy,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,20,SG,$1850842,$1955377,$2296271,$2486995,UFA
Johnny Juzang,https://www.spotrac.com/nba/player/_/id/78583,johnny-juzang,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,23,SG,$3087519,$2840518,$2708000,$2789215,UFA
Jonas Valanciunas,https://www.spotrac.com/nba/player/_/id/8055,jonas-valanciunas,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,32,C,$9900000,$10395000,$10000000,UFA,
Jonathan Isaac,https://www.spotrac.com/nba/player/_/id/23601,jonathan-isaac,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,27,PF,$25000000,$15000000,$14500000,$14500000,$15000000
Jonathan Kuminga,https://www.spotrac.com/nba/player/_/id/74114,jonathan-kuminga,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,22,PF,$7636307,RFA,,,
Jonathan Mogbo,https://www.spotrac.com/nba/player/_/id/92956,jonathan-mogbo,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,23,C,$1862265,$1955377,$2296271,RFA,
Jordan Clarkson,https://www.spotrac.com/nba/player/_/id/15398,jordan-clarkson,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,32,SG,$14092577,$14285714,UFA,,
